blockNumber,timeStamp,hash,nonce,blockHash,sender,contractAddress,receiver,value,tokenName,tokenSymbol,tokenDecimal,transactionIndex,gas,gasPrice,gasUsed,cumulativeGasUsed,input,confirmations,date,usd,usd_market_cap,usd_24h_vol,usd_24h_change,last_updated_at,last_updated,value_usd
7252113,2019-02-22 07:03:48,0x9f1808d8460f10e5984f8325b68aef172b29e663962e47880ce4a9d5c78f7213,1361,0x1eac1adefc8358efbabdf857e8f7d7688a6e4edcda2fb1611ab24d4bcbd9a29a,0x91d6e260a5965a3c33d5bc4bf4adcf96c449ed2e,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x6f574fd71d1466e1369e6d8124aa6163085202f1,1e-18,CRYPTOPUNKS,Ͼ,0,59,200000,10000000000,29643,7762059,deprecated,14357319,2019-02-22,,,,,,,
7253780,2019-02-22 16:37:47,0x4569c6fde1a25ff54303845ada4cf9f6d646c30621da23cde75e422eaa832039,0,0x73c9c44fbcfad224afd9fd179cbdcb3fe248d7265db4f535a3ee9dbaf9307363,0x677b4353c38bd7d8ccc4205a59142715f92d6dc3,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xd839464c711294358b74badf801d935cf6b22e01,1e-18,CRYPTOPUNKS,Ͼ,0,85,200000,14000000000,62648,3893351,deprecated,14355652,2019-02-22,,,,,,,
7253782,2019-02-22 16:38:23,0x9ddab86a1a45106b54322a5ce07e5801a5d8667079d0ca4621b9edcc4705122c,1,0x3b6272d62dc0430a65087143cb9347dc445dafbdc901e94eed4193c6f5813aee,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xd839464c711294358b74badf801d935cf6b22e01,1e-18,CRYPTOPUNKS,Ͼ,0,76,200000,15000000000,47648,3529111,deprecated,14355650,2019-02-22,,,,,,,
7253783,2019-02-22 16:38:51,0x3c96f4ff1e0afb785813499cadcc112be569eb216486807323f2722342052663,2,0x03e2092b5996916283226c01053cc05f5c5be0bef9ca791933bd8a7c56b994ad,0x682c303ce4c38c275cf23b38656340d6ba322832,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xd839464c711294358b74badf801d935cf6b22e01,1e-18,CRYPTOPUNKS,Ͼ,0,29,200000,15000000000,47648,1172126,deprecated,14355649,2019-02-22,,,,,,,
7254816,2019-02-22 22:34:48,0x6a165708c5fece61e48bed1f77d7c0587a064a3e604e3c058d8056c3837ba0bb,2403,0x9ccf4a43c3d7e3759ac54017060da4a5ff69a305aca3b1d27fee9f71ed0786ec,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x55b4dc1873b2b2d54e75fabcde78160a37498a06,1e-18,CRYPTOPUNKS,Ͼ,0,42,200000,5000000000,77648,4689968,deprecated,14354616,2019-02-22,,,,,,,
7255924,2019-02-23 04:41:56,0xd38c4f343e6932f58f48339fe2f039391427d682299f97cf3ad7a33a92782cd1,32,0xa92f67c06c31028f728ed6f59c33eae1546d15a82e368e8ccb0fec5bf1c6bd31,0xf5099e196469257c0d457e896a648d5f616af034,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,65,200000,10000000000,62648,3814116,deprecated,14353508,2019-02-23,,,,,,,
7255930,2019-02-23 04:43:56,0x9813a03ce396f969047696b9c13fdfb1c74eeeb4e696e28f3fc6998c3c02507b,33,0xe334cb7872c90bbf86d1e001b5a2cf9af68a3f11f4eaec68515471f432104b10,0x6611fe71c233e4e7510b2795c242c9a57790b376,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,14,200000,10000000000,47648,1256354,deprecated,14353502,2019-02-23,,,,,,,
7255953,2019-02-23 04:49:18,0xf2de1705fac7e54443b785b62f6de253ff4a8281ad60583316c715b105fd5f65,34,0x0faecf48062be5541117c0e90d106be8b06eceba4a8dacfd69a678e60df3572b,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,22,200000,10000000000,62648,1526711,deprecated,14353479,2019-02-23,,,,,,,
7255959,2019-02-23 04:52:46,0x3ecb86812790fbc3789eef8f88358b55d61598cfe02f29e3f120f2d00e07c55a,35,0x2f91a643d9bf87f7d37044484fd7462add60b254d67fbff361c7ccf2bd28be21,0xb0b0b51158ec4d8995c9b83cf59853d9f2611615,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,152,200000,10000000000,47648,7082802,deprecated,14353473,2019-02-23,,,,,,,
7256005,2019-02-23 05:07:15,0xb1b5788df0237d0447f77a222c012a1b9f783d82a3b194f55d29a91cbd8c18ba,36,0x3dbd6ffda44f61082f096bca21422c9cc1df05227cb50d5ac24a4c425c44ceae,0xdd975b0e75a171d202e4b1c60512c2016a994e94,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,67,200000,10000000000,47648,2464666,deprecated,14353427,2019-02-23,,,,,,,
7257107,2019-02-23 11:08:02,0x809e73db3ccdb99f7d094368e9fdfedf705863d9e08266793e5446f7a884715c,153,0x55fac63c451b351337a3ed67bbe78466efcfc5276762c1f2035f26cda5688a07,0x42e62e421bedf2469826879ec1a0574d7d3cca26,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,125,200000,6000000000,56646,7066050,deprecated,14352325,2019-02-23,,,,,,,
7257398,2019-02-23 12:51:26,0x7d743253921f2bf3491f2e06d9390f324ab1db92863ec7180738c9b85fac31f2,56,0xc4b8ae9edce5a4698fd960fd934cca9c7949a77b7af8005ffaace81e904a99b8,0x42e62e421bedf2469826879ec1a0574d7d3cca26,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x82b1f29c5608238df2618f996827933c0d844079,1e-18,CRYPTOPUNKS,Ͼ,0,162,150000,8000000000,62648,6856406,deprecated,14352034,2019-02-23,,,,,,,
7258027,2019-02-23 16:13:19,0xea0852ef0c5be9a238d8dff7b322b0af807d1341d0d88eaa0cdef44a0216c8a0,37,0x274d5e4dbc2e1d676918e85fe83de83622aeaa3a89aac751cc85d8150f3d6dd1,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,21,200000,11500000000,62648,1119017,deprecated,14351405,2019-02-23,,,,,,,
7258275,2019-02-23 17:29:34,0xa695329c271bf0aa389e8f1c673dd466856193348a69791b2aa678e3e5daea66,158,0x41921f76cf5ec26c5cd589e0a627132d86b1c0fc2a1c2760b7991ba68d745572,0x42e62e421bedf2469826879ec1a0574d7d3cca26,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,89,200000,5000000000,49146,6773412,deprecated,14351157,2019-02-23,,,,,,,
7259105,2019-02-23 22:09:01,0x35c31e134601e93610b8bb58236636bed84a21ce8005034b371ca6811872c031,38,0xb65063ed2146af89dd400eb3ceb892a570b9873f375038534990c92e17a54665,0xe45df57df7980d8219a5ea811aff949907d0a355,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,67,200000,10000000000,47648,2757516,deprecated,14350327,2019-02-23,,,,,,,
7259120,2019-02-23 22:17:26,0xd20ab17fadf09b92203abe13144776057c0b2ed254889f3116033d24020cd29c,39,0x2d78cbc283281c5bb08dbb105f01b86208e6119b98109fe3bdc871f75ed3c597,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,96,200000,8000000000,62648,5440200,deprecated,14350312,2019-02-23,,,,,,,
7260894,2019-02-24 08:29:40,0x972b3215f2bd15da2e91842bad079961ac8d2bf0c4c18ed5acf0da2e80b1367c,720,0x0453383f1d7b0abfac4a866404e4a49aa7bb6a094a0ab0d8a9e2075060b94cab,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x2d90331b87246af3a99dfe2672ebd114d887be71,1e-18,CRYPTOPUNKS,Ͼ,0,22,200000,20000000000,62648,949102,deprecated,14348538,2019-02-24,,,,,,,
7261117,2019-02-24 09:36:40,0x987634f92a2e00eab2c88078ba3839c02a673b1ca3632779e033357c01303031,318,0x7ed65d763f3f487cdfda3a807f03316c6cd8360d63bf0e030b66b643b6f3e1fc,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,171,200000,10000000000,47648,7292242,deprecated,14348315,2019-02-24,,,,,,,
7261723,2019-02-24 12:58:04,0x84c838d1a24df9481e0ea8aa234aaf336b0d92e6d90fbdb816f245f4c5f1d05a,2514,0x6f4296b4839d1ac3fb10c3ec1db4c6089e1935d09a5832209920e3322a703700,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,1e-18,CRYPTOPUNKS,Ͼ,0,147,200000,5400000000,62648,6861975,deprecated,14347709,2019-02-24,,,,,,,
7274966,2019-02-27 15:26:37,0xa2b76c0379ef638dfbad8c305796e2b274082c438ec329d30d84101f37f58789,328,0xc0b6b87c8405c1676eaf5ee271f27bbd86ad8d85373e49127a13bf6eee64523f,0x5d99d44544fc23f7759f7770f1b21b73d0706859,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,77,200000,15900000000,62648,4123291,deprecated,14334466,2019-02-27,,,,,,,
7276922,2019-02-28 02:23:46,0xd61319acc6b1e5b8ea6ea915847b655a49b9377fd74c7d0f5a49bfab67f56138,1,0x1c46ae41e09dce04220c461aea661b86a220dbf229af7833a6d61cc38aee9818,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x71546e6ae97254942c5fb38cc9754fabeb0bc744,1e-18,CRYPTOPUNKS,Ͼ,0,129,200000,10000000000,62648,3277422,deprecated,14332510,2019-02-28,,,,,,,
7291223,2019-03-02 16:25:01,0x2a215758e33681931db8e892801b1fea757a30d4906e395b2188cc21d95499f7,4051,0x0f036e19c8f84852980aed5809cfe83b931e14c89566057491190229a7f16ecf,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,1e-18,CRYPTOPUNKS,Ͼ,0,71,200000,5000000000,98291,3086968,deprecated,14318209,2019-03-02,,,,,,,
7291377,2019-03-02 17:03:01,0xd1e21e0f1719b24340a218099b7b044977270fb3c1ec9d4a55570d95bb7eda19,15,0xfe9ce4d9fe0e962e8c71dabfae1da49cb78d6390b3c037ee1569e00c824d7f69,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xb89c2f6bb674bd6aace2a1e274d40e6dc4775b15,1e-18,CRYPTOPUNKS,Ͼ,0,89,200000,5000000000,62648,6240308,deprecated,14318055,2019-03-02,,,,,,,
7307076,2019-03-05 03:54:42,0x2e003c194de209fbf0ef69c898edb31dd31bac6f431e2146cfd7921dee3c0934,2734,0x7fde10b5010f41ed9364e5a0f57bcc0358143559c543800131b7b8f353a649b7,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,1e-18,CRYPTOPUNKS,Ͼ,0,28,200000,8000000000,62648,1958539,deprecated,14302356,2019-03-05,,,,,,,
7312970,2019-03-06 02:01:04,0xa1c966a24aac39f5f28320b271997b506459401e22e66f17af0b57cacad82a6c,236,0xe0263fb2851cb48d21ba6533c416ea3597045120210d9c819a887be07369011f,0xe45df57df7980d8219a5ea811aff949907d0a355,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xb81e2c1dcc7ac49e67147beba39de9f04c1c135e,1e-18,CRYPTOPUNKS,Ͼ,0,85,200000,2000000000,62648,7565518,deprecated,14296462,2019-03-06,,,,,,,
7313214,2019-03-06 02:56:45,0xf36282ebd81b2a6b006d351d0302e8e2d2aa98a3466836520f243cd2ce4d12e4,1918,0x31a4de503aa9bc3de78fd69725b39521b4b1578d656af4a5288039854493a6a7,0x00d7c902fbbcd3c9db2da80a439c94486c50eb81,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,1e-18,CRYPTOPUNKS,Ͼ,0,27,200000,6000000000,56454,1143535,deprecated,14296218,2019-03-06,,,,,,,
7317157,2019-03-06 17:36:24,0xfed0a5f30502348e872c0d931737c33337082d4a96bb1e7d5d923c65107ec13b,65,0x310d03b2b63a9d9743ae098ad41962b1d42e6832e96066313f69a75ba70297e8,0xcc7c335f3365ae3f7e4e8c9535dc92780a4add9d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x4f1075bf0e30f4e5c4796c36b85dc95ff1f39f69,1e-18,CRYPTOPUNKS,Ͼ,0,56,200000,8000000000,62648,7092156,deprecated,14292275,2019-03-06,,,,,,,
7318176,2019-03-06 21:26:06,0xb26f470ba843dc3f7208031cf7d9d30caf81d68a157469f890ed3c0dd5229759,44,0x65f7aa1e86d0e0caccb48aa1dcbcb39b8aa142a319f4c225328c904d5b6d3a63,0x0b30fd3a500608413837bb025c2018933130f9db,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xc72f3a0fedd9df54af271912f283cc0024c14197,1e-18,CRYPTOPUNKS,Ͼ,0,94,200000,5000000000,47648,6015924,deprecated,14291256,2019-03-06,,,,,,,
7348099,2019-03-11 13:15:52,0xa7b1c05d962a882a963c7bf6511b3218a888b6ce6c0e5b835eac59854f9d8fe8,3,0x4dcb047de3456da9236406251bb069fb6b1af173742c94feb86bbbc800cc5fff,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xcd879e8fa1e9b08de8dacd5a16ec72a7505cd0cc,1e-18,CRYPTOPUNKS,Ͼ,0,28,200000,3000000000,62648,1915965,deprecated,14261333,2019-03-11,,,,,,,
7361475,2019-03-13 15:23:18,0xcd35d62f3be49d762b0481a8546ecc08fbd543618f1da9faee5e92610d0194d2,58,0x576049fede1cd2e021484b7444002f1e254dc801a842c3a6c60990d02493c4f6,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x82b1f29c5608238df2618f996827933c0d844079,1e-18,CRYPTOPUNKS,Ͼ,0,67,200000,6000000000,62648,3174504,deprecated,14247957,2019-03-13,,,,,,,
7361558,2019-03-13 15:40:43,0x6ff563db82ef3d58af16828a462ac2d00577761a6ed455ad6d213ae2894d117d,59,0x52f4236d6a0616cbce8d2cc8bcfa333178073dc9ca1893b6817f576b501e130f,0x42e62e421bedf2469826879ec1a0574d7d3cca26,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x82b1f29c5608238df2618f996827933c0d844079,1e-18,CRYPTOPUNKS,Ͼ,0,154,200000,6000000000,62648,6289456,deprecated,14247874,2019-03-13,,,,,,,
7367208,2019-03-14 12:47:52,0xaca77e613a0b095b2d55906c9f8c21357afcec3254328dcce93bd127bebe306e,28358,0x29cf6c4687c961aa298e48842adcf29fbd12a3a1c9a9cf59af7e407625310b5f,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,1e-18,CRYPTOPUNKS,Ͼ,0,186,200000,3000000000,62648,7152781,deprecated,14242224,2019-03-14,,,,,,,
7367223,2019-03-14 12:50:50,0xd2dc430af305d2d8aa3e407105fd653c13fb3ddc00860dffe94c3517aea8b50f,28359,0x4a27364e337b6e9e636e9db007a05133aded1d9bbb71634b9279742d92c98286,0xced199fe1d1ee28205d3ca4a7fdb180ae1c33580,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xcf0e9b4746cfb97bae329fe5f696969f6564566a,1e-18,CRYPTOPUNKS,Ͼ,0,56,200000,3000000000,47648,2636620,deprecated,14242209,2019-03-14,,,,,,,
7367285,2019-03-14 13:04:08,0xda77911ae319175c9be190a4b7b50c263fbbd0458ef7a3076f0becea75673b30,15,0x14e37d308abc081e9a642bfa842736bbfbbf576939e8e63d6d7af3920f18cda0,0x6b88aced83e68a3bbf8b9b8744bee30e69215c54,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xdb25e38a12d03d4a5275c1de61a4631d4b5fcbbb,1e-18,CRYPTOPUNKS,Ͼ,0,114,200000,3000000000,47648,5622580,deprecated,14242147,2019-03-14,,,,,,,
7369709,2019-03-14 22:11:21,0xbe2f631a9805aa54ee04f4cc6a5837dea4013eab5f0305bcf56629f33f92d612,2925,0xab10e9c666f028cdce000978c31055b2aa9a9aea7e41c452a90eaed1c2edbc9d,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xa374a95b8246cc6d9c5bb660a913571be8c2d8aa,1e-18,CRYPTOPUNKS,Ͼ,0,59,200000,3000000000,47648,7518659,deprecated,14239723,2019-03-14,,,,,,,
7372261,2019-03-15 07:29:46,0x2063cd4345df24908c2a352da15138085ffde9b60c3cce5608f35895e46c0b80,12,0x86b8bda8159e44793bf69af2490478a05ad13d993941841cf2a4118b035bba58,0x8bb4f3be31bc5aac56c75a41522b1e0d517aabc0,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x6f620ba7907a3d9a6dda9821eeb4e59b3f69c367,1e-18,CRYPTOPUNKS,Ͼ,0,74,200000,6000000000,62648,2631524,deprecated,14237171,2019-03-15,,,,,,,
7372263,2019-03-15 07:29:54,0x67835649fc6b7e92ed1a9bc7be643f0554327f330da59aa99ce8190230f51ee3,13,0xb84d729226944fb556f5d68ccc08346c2b9b8c96ab7d4be48ab2866eb3a82220,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x6f620ba7907a3d9a6dda9821eeb4e59b3f69c367,1e-18,CRYPTOPUNKS,Ͼ,0,34,200000,4000000000,62584,1083705,deprecated,14237169,2019-03-15,,,,,,,
7372277,2019-03-15 07:31:57,0x80bc00abcc121b7df57f658c908ab6e29cb43f8baa5e56bf2ab3f59e1790b202,520,0xf8b9a2e32a18738a7001a3f4b0740b0eccaa126165985bd7c710243377ad5a13,0x289d953cf25d51abbc825faac3c260c10eda72cf,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x82b1f29c5608238df2618f996827933c0d844079,1e-18,CRYPTOPUNKS,Ͼ,0,58,200000,6000000000,68291,2615169,deprecated,14237155,2019-03-15,,,,,,,
7379335,2019-03-16 09:54:50,0x8cb9e48ec2e86bf11f787cbdde8ed85a3da377de7d5d26a5df0cdf2ddd1b1f12,334,0x03401b33097fa4cfe871a53e0c7a974da8e71ff4e9169bc4118c05f16581f122,0xfadd89940e9f0d6cda798a7e478a79b995cda0f0,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,35,200000,3000000000,62648,2142936,deprecated,14230097,2019-03-16,,,,,,,
7379337,2019-03-16 09:54:56,0xff8451cf13d756058cfbdd738d7592e7e83284825e9f6f7ee1f0813f4efc195d,335,0xcf38b82e8e7eae589d9b65bc14ea78e0e65285c913f58b2b9d9c2c9ab0548084,0xfadd89940e9f0d6cda798a7e478a79b995cda0f0,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,39,200000,3000000000,38824,2865349,deprecated,14230095,2019-03-16,,,,,,,
7380194,2019-03-16 12:54:13,0x1c82668b24d24ca39ddec12959faa3a852d0cc84d4dd156e0122dd2ef2afdb6f,0,0xd7dcef54b7a3f34df839da05428facdbd2f596fbe6b7d9fce1ef45cdd378b80d,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xc2cf712343dbe96b83ed3cd394977c47b69a64da,1e-18,CRYPTOPUNKS,Ͼ,0,87,200000,1000000000,77648,6207861,deprecated,14229238,2019-03-16,,,,,,,
7380206,2019-03-16 12:59:49,0xf8ec4bf14377dbaf2ec70f2aaf6906cfafd97fdecb5e7499bd61e0ed5fd436bb,1,0xc510ef83e1bbaa43cf31688a8d4c3d30ed0b94749b40b4ca1cca7b5e104b262a,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xc2cf712343dbe96b83ed3cd394977c47b69a64da,1e-18,CRYPTOPUNKS,Ͼ,0,67,200000,1000000000,47648,5758402,deprecated,14229226,2019-03-16,,,,,,,
7380206,2019-03-16 12:59:49,0x806035af25c0f7f016f4ad31dd04b7a941337637a4866382ecf7057d09bb4243,2,0xc510ef83e1bbaa43cf31688a8d4c3d30ed0b94749b40b4ca1cca7b5e104b262a,0x303052148a78a692d7aa89bad454f3e91785488d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xc2cf712343dbe96b83ed3cd394977c47b69a64da,1e-18,CRYPTOPUNKS,Ͼ,0,92,200000,1000000000,47648,7175526,deprecated,14229226,2019-03-16,,,,,,,
7380529,2019-03-16 14:10:58,0xf45424154a222908eb87e881ca8ddb4043c61096a7c5b784d308ad0fda498d87,341,0x334fca4fa52dcc9106f7025532b03445a6490e89f2b4268eb1963b22b54bc1ed,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x303052148a78a692d7aa89bad454f3e91785488d,1e-18,CRYPTOPUNKS,Ͼ,0,47,200000,4000000000,47648,2384170,deprecated,14228903,2019-03-16,,,,,,,
7403001,2019-03-20 02:21:26,0x60c89145cb53b1dc847e6fd0590dfb7822945f0f9b8dc7801a79626211531e20,47,0x3b091c0763538ebaa46dfaf7158415d12caf2e7f3f1848a47238b974d22dbe56,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,144,200000,4000000000,47648,5027713,deprecated,14206431,2019-03-20,,,,,,,
7403057,2019-03-20 02:31:49,0x8e1d6feed50c321775261e4eecbf5a10309a133bca2240df7231ec9a76476ecf,49,0x80d1375fe372b44ff019687d4184c5f2ab4938b811525699af4b7021f675943a,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xe83c750b2708320bb134796c555b80df39a3d97b,1e-18,CRYPTOPUNKS,Ͼ,0,178,200000,4000000000,62648,7615471,deprecated,14206375,2019-03-20,,,,,,,
7404861,2019-03-20 09:13:14,0x8a96725fc6799c75fd66a4eadd862fac7a439209eece23082da2adb000dea895,405,0x739e3735e0534de2508a27db97628b0507a4001a53b39193b7b9855f33fac7fd,0x8ba3e27d57f65cd793f10336c20c6e6f542c6a16,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x6bf97f2534be2242ddb3a29bfb24d498212dcded,1e-18,CRYPTOPUNKS,Ͼ,0,50,200000,6000000000,77648,2785878,deprecated,14204571,2019-03-20,,,,,,,
7408298,2019-03-20 21:58:51,0xbc56669ca0287b9b63f1184cdca2399e8462e756872c5508dd490d30f58a723f,46,0x7cf173f435156e9f420e5d5772f18868f900adf6a86444c33ba7f449cb6bdf66,0xe8723d26ad5f7ff4ea8902d235f0a8f8b8802f6d,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xc72f3a0fedd9df54af271912f283cc0024c14197,1e-18,CRYPTOPUNKS,Ͼ,0,65,200000,3000000000,47648,5482234,deprecated,14201134,2019-03-20,,,,,,,
7408553,2019-03-20 22:55:18,0xb5858eeee703be53fc4aad0dd4763227ea6443f714f53e9d6258bfb963109772,63,0xee66e9477b090fb4ce59a455ec8b43065dce47daf8d03ef1ffdcf80e09908db0,0x53ede7cae3eb6a7d11429fe589c0278c9acbe21a,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x82b1f29c5608238df2618f996827933c0d844079,1e-18,CRYPTOPUNKS,Ͼ,0,33,200000,1000000000,62648,6249305,deprecated,14200879,2019-03-20,,,,,,,
7408615,2019-03-20 23:12:10,0xa32f4304b3086d2bc5403f3272311df7175111c700ea81aefe8aae3c2d8a1af3,64,0x53470d43ef992a9ac588e8213a89a3d869d173431d2252942e8da33ecfd78c7b,0x40dcb6db7bf5352cfe9219033ffdc67b5e3e0488,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x82b1f29c5608238df2618f996827933c0d844079,1e-18,CRYPTOPUNKS,Ͼ,0,77,200000,1000000000,62648,6782729,deprecated,14200817,2019-03-20,,,,,,,
7409561,2019-03-21 02:39:24,0x4bc546bc03348f3b907b8c94320d8784d6aece2da0bdb2ba82fee4f2df7a3d89,252,0x7658404462a8019ff92586684414027a96cec32655ace6b83c9e2d08357afafe,0x40dcb6db7bf5352cfe9219033ffdc67b5e3e0488,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0xd7e2efe8d644a5fb5ccf0ffeeb79378622eca227,1e-18,CRYPTOPUNKS,Ͼ,0,9,200000,5000000000,59643,3250500,deprecated,14199871,2019-03-21,,,,,,,
7409887,2019-03-21 03:54:24,0xdacd6af84d739ad088beb1242ba30ec8526d7c2ae0949fa9606f7372fe464070,10,0xc4053ddd882c94b8f25d0db5b316b216e80134fe8e3e6e980902c466c601ddd0,0xfb077c541507ed890abb7e670180b97ccbac0e9c,0xb47e3cd837ddf8e4c57f05d70ab865de6e193bbb,0x12e5e3e7a1389fed96e1be50aed32316c027b18b,1e-18,CRYPTOPUNKS,Ͼ,0,73,200000,6300000000,47648,3812328,deprecated,14199545,2019-03-21,,,,,,,
